Temperature,Humidity,Rainfall,Soil_pH,N,P,K,Crop,Disease
29,86,184.5,6.13,101,43,25,Maize,Gray Leaf Spot
31,82.8,177.8,6.48,113,37,16,Maize,Gray Leaf Spot
24.8,70.6,141.6,6.43,81,57,29,Tomato,Early Blight
25.7,74.7,173.7,6.05,90,31,27,Maize,Common Rust
37.6,71.1,260.4,6.89,106,37,39,Rice,Bacterial Leaf Blight
21.4,78.8,180,6.97,87,50,36,Apple,Cedar Apple Rust
34.6,50.4,292,6.32,90,33,34,Rice,Leaf Blast
30.5,86.9,283.4,6.22,108,25,43,Chili,Leaf Spot
33.4,90.1,148.2,6.8,120,52,29,Maize,Turcicum Leaf Blight
29.5,62.6,231.8,5.7,82,26,31,Rice,Brown Spot
28.8,70.7,226.2,5.78,72,32,26,Rice,Brown Spot
16.9,81.2,197.5,6.41,76,44,49,Apple,Apple Scab
20.5,87.7,176.7,6.05,81,34,42,Tomato,Late Blight
33.1,72,224.6,5.66,78,37,27,Rice,Brown Spot
31.9,77.9,221.6,6.28,90,36,34,Cotton,Leaf Spot
23.9,71.1,176.3,6.11,78,20,46,Potato,Late Blight
24.1,80.2,186.5,6.92,83,44,36,Apple,Cedar Apple Rust
29.4,77.3,175.5,6.36,101,42,41,Tomato,Bacterial Spot
22.7,66.1,165.5,6.04,104,43,41,Wheat,Leaf Rust
30.4,51.9,160.4,6.51,81,53,36,Cotton,Verticillium Wilt
22.7,80.5,193.4,5.84,109,37,34,Wheat,Septoria Leaf Spot
32.9,89.4,276.8,6.88,94,44,46,Rice,Bacterial Leaf Blight
33.7,50.7,285.7,6.77,98,44,32,Rice,Leaf Blast
25,50.4,138.1,6.8,103,36,49,Wheat,Powdery Mildew
21.4,61,120.7,6.75,108,36,44,Wheat,Powdery Mildew
37.4,70.3,276,6.81,106,36,46,Rice,Bacterial Leaf Blight
28.3,63.8,204.5,5.57,86,25,31,Rice,Brown Spot
25.8,71.1,153,6.55,91,49,40,Tomato,Bacterial Spot
23.4,60.2,148.4,6.58,90,37,42,Wheat,Powdery Mildew
25.5,68.6,143.3,6.25,87,37,35,Wheat,Leaf Rust
26.1,72.1,165.9,6.23,99,41,37,Tomato,Bacterial Spot
32.6,70.5,203.5,6.27,86,44,33,Cotton,Leaf Spot
29.5,68,249.4,5.57,88,36,26,Rice,Brown Spot
31.7,57.1,207.6,6.95,118,63,20,Chili,Anthracnose
36.1,82.7,268.6,6.04,95,39,37,Rice,Bacterial Leaf Blight
30,65.5,151.6,6.57,92,51,44,Tomato,Bacterial Spot
18.9,77.6,163.1,6.51,76,43,41,Apple,Cedar Apple Rust
20.7,68.3,159.5,6.01,64,54,25,Potato,Early Blight
20.9,83.5,196.3,5.87,113,37,41,Wheat,Septoria Leaf Spot
21.9,82.6,168,6.38,80,52,45,Apple,Cedar Apple Rust
26.6,68.5,160.6,6.33,88,31,39,Chili,Powdery Mildew
29.6,67.6,244.6,5.85,71,35,33,Rice,Brown Spot
28.6,82.2,274.1,6.02,104,29,42,Chili,Leaf Spot
18.1,75.6,174.1,6.23,96,36,33,Wheat,Septoria Leaf Spot
21.9,65.2,131.4,5.87,78,51,31,Potato,Early Blight
30.2,65.8,144.9,7.12,97,35,37,Wheat,Leaf Rust
22.9,71,158,6.08,81,40,52,Apple,Apple Scab
16.7,84.3,152.5,6.28,72,41,51,Apple,Apple Scab
20.8,66.5,161.7,6.93,96,49,48,Apple,Fire Blight
24.9,71.4,141.3,6.25,103,31,39,Wheat,Leaf Rust
25.7,50.8,101,7.76,50,54,44,Potato,Common Scab
20.1,71.8,171.2,6.33,84,25,48,Potato,Late Blight
18.3,85.5,198.2,5.77,82,35,38,Tomato,Late Blight
30.8,76.9,168.9,6.42,87,43,47,Tomato,Bacterial Spot
20.3,61,130.5,5.84,77,51,28,Potato,Early Blight
29.3,70.3,213.2,5.81,85,36,29,Rice,Brown Spot
30.7,53,262.3,6.75,98,44,35,Rice,Leaf Blast
20.3,78.7,196.5,6.24,98,30,42,Wheat,Septoria Leaf Spot
34.2,77.1,258.2,6.75,103,37,42,Rice,Bacterial Leaf Blight
37.3,85,245.4,6.52,97,46,46,Rice,Bacterial Leaf Blight
20.3,69.5,159,6.12,67,51,31,Potato,Early Blight
29.9,79.1,224.2,6.08,90,38,29,Cotton,Leaf Spot
25.9,84,171.2,6.45,94,39,29,Maize,Common Rust
20.4,80.3,178.3,6.61,89,49,36,Apple,Cedar Apple Rust
33.8,78.4,175.7,6.64,108,41,23,Maize,Gray Leaf Spot
31,63.2,203.6,5.73,72,35,30,Rice,Brown Spot
18.7,78.6,194.5,6.18,114,35,31,Wheat,Septoria Leaf Spot
25.7,73.7,136.3,6.6,96,35,39,Wheat,Leaf Rust
29,82.6,274.4,6.33,97,26,37,Chili,Leaf Spot
28.6,83.6,151.4,6.11,103,31,29,Maize,Common Rust
25.8,64.7,144.5,6.07,85,45,26,Tomato,Early Blight
23.6,74.7,164.4,5.57,83,27,24,Maize,Common Rust
37.4,88.6,131.9,7.04,107,51,26,Maize,Turcicum Leaf Blight
34.9,79,232,6.31,90,44,38,Rice,Bacterial Leaf Blight
26.1,65,150,6.52,95,32,38,Wheat,Leaf Rust
24.5,65.1,154.8,5.93,82,55,25,Potato,Early Blight
33,45.8,281,6.47,97,36,31,Rice,Leaf Blast
32,79.6,194.1,7.34,103,45,42,Chili,Powdery Mildew
22.1,82.6,176.5,6.04,89,44,43,Tomato,Late Blight
30.6,56.8,185,6.67,115,64,18,Chili,Anthracnose
23.4,71.5,169.3,6.37,111,37,36,Wheat,Septoria Leaf Spot
31.9,69.6,233.2,5.51,83,30,34,Rice,Brown Spot
37.7,90,234.1,6.73,97,35,35,Rice,Bacterial Leaf Blight
32.9,83.9,209.9,6.55,100,38,20,Maize,Gray Leaf Spot
30.1,52.3,199.3,6.96,107,61,20,Chili,Anthracnose
32.3,49.1,286.4,6.53,97,44,33,Rice,Leaf Blast
20,88.3,171.7,6.19,79,36,31,Tomato,Late Blight
25.5,48.4,104.7,6.75,50,54,40,Potato,Common Scab
25.8,65,118.5,5.79,83,44,31,Tomato,Early Blight
25.3,72.8,166.4,5.88,93,36,28,Maize,Common Rust
20.7,64.9,159.6,5.9,76,61,27,Potato,Early Blight
27.2,70.6,134.2,6.62,101,45,36,Wheat,Leaf Rust
24.5,63.4,141.3,5.84,74,50,29,Potato,Early Blight
23.7,79.3,170.2,6.61,89,43,37,Apple,Cedar Apple Rust
26.6,71.1,179,6.56,100,46,42,Tomato,Bacterial Spot
24.5,62.1,137.5,6.84,97,41,44,Wheat,Powdery Mildew
30.4,76.5,200.5,6.26,112,48,15,Maize,Gray Leaf Spot
32.5,49.5,262.7,6.71,92,38,33,Rice,Leaf Blast
33.2,57.1,193.6,6.76,116,56,22,Chili,Anthracnose
34.7,59.9,208.8,6.5,100,52,18,Chili,Anthracnose
20.4,62.2,128.4,6.48,98,41,43,Wheat,Powdery Mildew
28.5,79.9,159.6,6.33,95,40,48,Tomato,Bacterial Spot
30.9,81.9,295.5,6.41,98,33,37,Chili,Leaf Spot
25.8,74,155.7,7.08,80,59,45,Apple,Fire Blight
19.6,72.8,155.5,6.47,78,26,48,Potato,Late Blight
21.5,79.7,161.2,6.29,105,33,35,Wheat,Septoria Leaf Spot
26,53.5,201.8,6.89,70,44,35,Cotton,Verticillium Wilt
26.7,73.9,141.4,6.26,80,46,25,Tomato,Early Blight
23.2,72.1,178.9,6.09,88,31,47,Potato,Late Blight
26.3,75.6,265.6,5.66,87,31,33,Chili,Leaf Spot
31.2,65.2,140.1,6.7,104,50,35,Tomato,Bacterial Spot
23,65.7,154.7,6.78,99,48,42,Wheat,Leaf Rust
21.8,80.1,179.1,6.06,84,37,39,Tomato,Late Blight
19.5,81.3,164.7,6.19,87,54,48,Apple,Cedar Apple Rust
33.8,57.1,214.6,6.36,81,53,43,Cotton,Bacterial Blight
27.8,65.9,135.2,6.54,99,41,37,Wheat,Leaf Rust
24.9,77.2,148.1,6.88,99,46,52,Apple,Fire Blight
28.4,87.1,253.5,6.25,104,28,43,Chili,Leaf Spot
29.3,82.8,282.8,6.06,112,32,36,Chili,Leaf Spot
27.4,66.4,165.8,6.51,101,31,33,Chili,Powdery Mildew
20.2,67,138.9,6.17,84,64,29,Potato,Early Blight
25,76.7,145.7,6.66,88,56,56,Apple,Fire Blight
26.3,68,171.7,6.56,97,35,34,Chili,Powdery Mildew
21.3,88.2,194.3,6.59,79,39,47,Apple,Apple Scab
30.6,67.4,250.9,5.99,79,28,33,Rice,Brown Spot
25,73.7,138.2,7.3,80,57,45,Apple,Fire Blight
22.8,73.1,155.9,6.31,85,24,44,Potato,Late Blight
33.6,74,233.9,6.8,101,35,41,Rice,Bacterial Leaf Blight
33,69.8,213.7,5.69,76,26,27,Rice,Brown Spot
23.6,64.2,140.4,6.18,98,47,35,Wheat,Leaf Rust
26.8,62.7,134.4,6.71,91,43,35,Wheat,Leaf Rust
23.7,75.2,162.4,6.31,88,28,40,Potato,Late Blight
24.3,49.3,136,6.67,69,46,43,Potato,Common Scab
25.7,72.7,123.5,6.43,89,57,29,Tomato,Early Blight
24.3,83.6,175.5,6.24,78,54,38,Apple,Cedar Apple Rust
29.9,62,253.3,5.83,87,33,31,Rice,Brown Spot
20.4,81.2,172.1,6.03,84,46,46,Apple,Cedar Apple Rust
20.8,70.6,146.9,7.05,99,48,50,Apple,Fire Blight
24.1,70.4,144.8,6.32,87,48,35,Tomato,Early Blight
29.5,69.6,252.6,5.79,88,39,26,Rice,Brown Spot
28.9,69.1,140,6.19,97,48,29,Tomato,Early Blight
35.7,86.2,134.9,7.06,121,45,25,Maize,Turcicum Leaf Blight
36.4,88.6,240,6.5,90,35,38,Rice,Bacterial Leaf Blight
20,65.1,142.5,5.89,62,55,34,Potato,Early Blight
25.2,69.9,156.6,7.27,91,48,45,Apple,Fire Blight
20.6,57.8,127.4,6.61,109,41,49,Wheat,Powdery Mildew
27.4,66.5,151.4,6.38,92,47,43,Wheat,Leaf Rust
18.1,75.7,164.7,6.05,83,45,44,Apple,Cedar Apple Rust
20.7,69.9,145.6,6.81,82,48,55,Apple,Fire Blight
26.3,52.2,193.4,6.77,86,54,30,Cotton,Verticillium Wilt
35.4,46.4,254.8,6.51,99,38,35,Rice,Leaf Blast
28.6,68.5,156.1,6.42,104,52,40,Tomato,Bacterial Spot
28.5,82.7,173.8,6.35,104,38,28,Maize,Common Rust
20.8,70.9,170.5,6.15,98,39,41,Wheat,Septoria Leaf Spot
22,76.5,154.3,6.01,76,34,42,Potato,Late Blight
28.7,66.1,186.8,6.78,97,37,37,Chili,Powdery Mildew
31.5,87.5,261,6.04,109,28,42,Chili,Leaf Spot
28.7,85.6,179.2,6.29,95,37,19,Maize,Gray Leaf Spot
20.6,65.4,132.2,6.94,85,46,54,Apple,Fire Blight
26.9,84.4,180.7,5.95,97,38,31,Maize,Common Rust
28.5,70,155.9,6.29,88,30,39,Chili,Powdery Mildew
30.5,86.9,275.6,6.24,107,30,41,Chili,Leaf Spot
21.9,83.4,190.9,5.82,76,34,36,Tomato,Late Blight
28.8,60.7,246.5,5.9,85,27,30,Rice,Brown Spot
23.3,63.5,132,6.6,90,43,48,Wheat,Powdery Mildew
32.9,45.9,288.4,6.67,89,34,38,Rice,Leaf Blast
20.5,66.9,134.8,7.49,83,58,59,Apple,Fire Blight
22,86.6,198.4,5.69,86,36,37,Tomato,Late Blight
22.8,64.6,138.1,6.73,100,43,38,Wheat,Leaf Rust
24.2,78.6,166.2,6.46,79,47,48,Apple,Cedar Apple Rust
32.7,86.6,235.1,6.78,109,45,43,Rice,Bacterial Leaf Blight
36.5,74.2,240.3,6.81,103,46,41,Rice,Bacterial Leaf Blight
30.3,63.8,169.4,7.05,72,46,38,Cotton,Verticillium Wilt
18.3,87.5,192.2,5.98,88,41,50,Apple,Apple Scab
28.4,62,155.7,6.88,88,48,33,Cotton,Verticillium Wilt
22.7,74.1,138.8,6.73,90,51,49,Apple,Fire Blight
34.6,56.8,240.3,6.37,77,51,37,Cotton,Bacterial Blight
19.9,79.7,180.3,6.93,77,45,36,Apple,Cedar Apple Rust
29.7,66,175,6.76,97,53,36,Tomato,Bacterial Spot
34.2,73.3,228.4,7,82,47,29,Cotton,Leaf Spot
21.1,66.3,157.3,6.02,76,25,41,Potato,Late Blight
32,88.1,259.4,6.11,101,28,44,Chili,Leaf Spot
31.7,55,287.5,6.62,90,30,30,Rice,Leaf Blast
28.2,71.9,166.8,6.35,100,42,40,Tomato,Bacterial Spot
26,67.7,167.4,6.89,89,51,49,Apple,Fire Blight
34.7,46.3,280,6.32,92,32,31,Rice,Leaf Blast
30.1,55.2,196.4,6.58,116,55,17,Chili,Anthracnose
17.8,83.7,191.1,6.22,88,36,52,Apple,Apple Scab
31.5,59.3,201.4,6.66,105,57,15,Chili,Anthracnose
34,87.4,148.3,7.16,111,42,28,Maize,Turcicum Leaf Blight
22.9,64,143.9,6.18,63,58,30,Potato,Early Blight
24.2,79.3,162.2,6.53,87,44,47,Apple,Cedar Apple Rust
25.1,66.8,155.4,6.17,87,57,32,Tomato,Early Blight
18.7,67.3,152.9,6.13,87,28,45,Potato,Late Blight
21.7,63.5,152.1,5.98,65,56,26,Potato,Early Blight
29.4,59.6,174,7.49,86,46,37,Cotton,Verticillium Wilt
26.9,51.3,153,6.62,71,51,34,Cotton,Verticillium Wilt
29.2,74,215.6,6.32,90,45,29,Cotton,Leaf Spot
22.3,63.1,146.7,6.18,85,48,43,Wheat,Leaf Rust
23.2,72.1,137.4,6.07,93,43,39,Wheat,Leaf Rust
30.4,86.9,273.6,6.44,103,27,43,Chili,Leaf Spot
36.4,92.3,142.8,7.17,108,44,20,Maize,Turcicum Leaf Blight
32.6,86.4,152,7.15,115,44,23,Maize,Turcicum Leaf Blight
22.9,52.5,116.5,7.81,62,50,31,Potato,Common Scab
37.7,88,272.5,6.8,108,36,38,Rice,Bacterial Leaf Blight
25.1,74.7,181.2,6.27,104,42,32,Maize,Common Rust
30.2,68.6,163.4,6.61,87,45,48,Tomato,Bacterial Spot
31.4,81,267.4,6.27,111,27,43,Chili,Leaf Spot
25,76.4,179.9,6.51,103,43,35,Chili,Powdery Mildew
15.9,82.5,155.7,6.06,73,37,49,Apple,Apple Scab
24.3,84.4,164.9,6.85,84,46,46,Apple,Cedar Apple Rust
21,53.6,147.3,6.68,99,42,41,Wheat,Powdery Mildew
26.1,72.9,170.8,6.27,90,33,29,Maize,Common Rust
30.6,55.6,212.2,6.66,61,59,36,Cotton,Bacterial Blight
22.7,76,197,6.08,88,49,42,Apple,Apple Scab
26.2,70.5,173.7,6.41,89,31,38,Chili,Powdery Mildew
33.7,48.1,254.3,6.35,98,40,31,Rice,Leaf Blast
20.2,68.8,134.9,6.54,85,59,49,Apple,Fire Blight
25.4,72.9,156.7,6.35,104,44,44,Wheat,Leaf Rust
31.9,86.5,189.8,6.69,95,38,20,Maize,Gray Leaf Spot
23.7,75.8,166.1,6.66,83,44,41,Apple,Cedar Apple Rust
29.9,83.3,270.5,6.33,92,31,34,Chili,Leaf Spot
19.7,79.8,149.9,6.1,77,33,46,Potato,Late Blight
29,73.1,209.7,6.54,81,39,25,Cotton,Leaf Spot
28,59.7,221.1,7.83,88,53,36,Cotton,Verticillium Wilt
40.9,95.9,157.6,7.92,125,60,30,Maize,Turcicum Leaf Blight
25.4,79.8,173.5,6.35,96,31,37,Chili,Powdery Mildew
25.3,66.3,153.4,6.39,96,52,38,Tomato,Early Blight
29.6,81.7,274.7,6.24,114,29,42,Chili,Leaf Spot
26.5,67.1,139,6.49,85,36,39,Wheat,Leaf Rust
21.5,69.1,141.8,7.01,82,50,47,Apple,Fire Blight
30.3,87.4,215.3,7.16,122,44,31,Maize,Gray Leaf Spot
27.1,70.3,148.8,6.28,84,59,35,Tomato,Early Blight
22.1,78.9,184,6.53,79,43,40,Apple,Cedar Apple Rust
30.5,55.2,187.6,6.7,112,56,17,Chili,Anthracnose
20.5,73.7,182.8,6.26,82,38,46,Apple,Apple Scab
23.1,53.3,129.2,6.73,98,36,41,Wheat,Powdery Mildew
34,56.8,190.9,6.99,111,55,23,Chili,Anthracnose
31,85.2,260.2,6.27,110,33,42,Chili,Leaf Spot
25.9,69.9,142.6,6.59,104,52,49,Tomato,Bacterial Spot
23.9,74.5,154.1,6.32,83,31,41,Potato,Late Blight
26.8,56.5,182.2,6.71,86,51,31,Cotton,Verticillium Wilt
28.6,76.2,186.2,6.2,85,37,30,Chili,Powdery Mildew
34.5,41.3,223.5,6.72,60,49,35,Cotton,Bacterial Blight
28.8,75.8,200.7,6.47,104,42,22,Maize,Gray Leaf Spot
25,66.3,143.5,6.65,92,52,45,Apple,Fire Blight
15.8,87.9,189.5,6.77,82,42,47,Apple,Apple Scab
30.7,79.8,177.5,6.41,92,51,37,Tomato,Bacterial Spot
25.7,73.9,168.5,6.41,94,35,44,Wheat,Leaf Rust
31.5,81.7,273.7,6.49,102,28,36,Chili,Leaf Spot
30.2,86.3,187.6,6.55,114,38,27,Maize,Gray Leaf Spot
21.7,72,158.3,6.43,82,27,40,Potato,Late Blight
35,83.8,240.1,6.7,103,45,42,Rice,Bacterial Leaf Blight
22.5,73.7,130.2,6.39,87,36,44,Wheat,Leaf Rust
37.7,93.5,132.4,7.09,111,54,23,Maize,Turcicum Leaf Blight
21.1,89.2,189.5,5.73,85,43,30,Tomato,Late Blight
33.2,48.7,180.7,6.9,109,54,16,Chili,Anthracnose
19.2,80.6,187.7,6.58,82,49,54,Apple,Apple Scab
23.9,67,169.3,6.2,81,30,46,Potato,Late Blight
25,66.4,148.3,6.41,95,44,39,Tomato,Bacterial Spot
27.3,74.2,186.7,6.07,100,34,31,Maize,Common Rust
22.7,45.2,116.9,6.94,59,51,30,Potato,Common Scab
23,77.7,181.1,6.25,98,27,34,Wheat,Septoria Leaf Spot
22.8,46.3,100.8,6.75,67,44,35,Potato,Common Scab
23,63.3,153.1,5.84,61,60,29,Potato,Early Blight
19.1,75.4,152,6.27,76,26,47,Potato,Late Blight
18.5,75.1,163.6,6.57,111,31,33,Wheat,Septoria Leaf Spot
27.6,82.7,167.5,6.1,108,38,30,Maize,Common Rust
29.8,59.5,204,6.84,75,53,37,Cotton,Verticillium Wilt
29.1,85.8,296.7,6.02,110,32,44,Chili,Leaf Spot
30.4,89.7,268.1,6.2,99,25,42,Chili,Leaf Spot
22.6,68.1,141.2,6.93,83,59,46,Apple,Fire Blight
28.3,82.8,262.4,6.12,98,30,38,Chili,Leaf Spot
22.7,74.9,152,6.78,85,53,47,Apple,Fire Blight
35.7,86.4,244.2,6.22,100,43,43,Rice,Bacterial Leaf Blight
34.3,79.5,211.7,6.76,81,37,32,Cotton,Leaf Spot
30.9,86.3,190.6,6.06,109,47,28,Maize,Gray Leaf Spot
29.4,87.7,251.5,6.34,111,34,43,Chili,Leaf Spot
34.6,47.7,288.4,6.4,89,36,39,Rice,Leaf Blast
33.8,72.2,213.7,6.43,91,35,31,Cotton,Leaf Spot
29.2,71.5,155.8,6.01,105,34,29,Maize,Common Rust
24,54.3,116.3,5.3,86,32,34,Wheat,Leaf Rust
23,67.1,130.6,6.19,80,53,26,Potato,Early Blight
37.9,88.8,149.2,6.86,124,50,27,Maize,Turcicum Leaf Blight
22.3,72.7,147.5,6.27,95,31,42,Wheat,Leaf Rust
18.1,78.4,153.4,5.35,64,35,44,Apple,Apple Scab
33.1,76.4,201,6.3,89,36,25,Cotton,Leaf Spot
34,48.8,208.6,6.44,63,47,44,Cotton,Bacterial Blight
24.3,75.8,170.5,6.61,86,41,46,Apple,Cedar Apple Rust
28.3,78,200.1,6.5,100,35,27,Maize,Gray Leaf Spot
28.2,45.9,135,6.48,77,36,27,Cotton,Verticillium Wilt
32.6,49,208.1,6.73,102,56,16,Chili,Anthracnose
35.3,79.9,228.1,6.5,93,36,48,Rice,Bacterial Leaf Blight
21.8,66.8,150,7.15,91,55,45,Apple,Fire Blight
35,79.1,180.2,6.89,81,49,27,Cotton,Leaf Spot
27,78.2,189.2,6.5,92,37,38,Chili,Powdery Mildew
23,74.4,151.5,6.01,90,38,41,Wheat,Leaf Rust
23.9,62.7,150.2,6.26,90,39,36,Wheat,Leaf Rust
36.3,71.5,269.3,6.49,106,44,45,Rice,Bacterial Leaf Blight
22.6,57.1,137.9,6.61,69,50,34,Potato,Common Scab
23,65.3,146,6.05,96,47,36,Wheat,Leaf Rust
28.8,69.1,160.8,7.22,86,50,36,Cotton,Verticillium Wilt
25.1,68.5,186.2,6.7,88,53,39,Cotton,Verticillium Wilt
23.7,80.2,172.1,5.95,101,26,32,Wheat,Septoria Leaf Spot
31.9,47.1,211.6,6.55,81,55,40,Cotton,Bacterial Blight
31.6,88.5,271.7,6.38,96,25,42,Chili,Leaf Spot
30.6,47,270.7,6.4,98,32,34,Rice,Leaf Blast
22.6,81.7,194.7,5.88,75,36,42,Tomato,Late Blight
18.3,94.7,184.4,5.83,81,38,31,Tomato,Late Blight
35.6,49.8,233.9,6.74,70,51,42,Cotton,Bacterial Blight
27.1,55.6,186.3,7.32,85,43,32,Cotton,Verticillium Wilt
27.8,58,160.2,6.88,87,45,39,Cotton,Verticillium Wilt
36.5,87.1,156.3,7.01,122,44,20,Maize,Turcicum Leaf Blight
25.7,57.9,209,7.31,73,44,33,Cotton,Verticillium Wilt
29.8,74.2,179.1,6.41,98,33,32,Chili,Powdery Mildew
27.5,56.3,191.1,6.72,78,42,30,Cotton,Verticillium Wilt
34,89.8,209.5,7.08,103,48,28,Cotton,Leaf Spot
33.3,48.4,220.7,6.72,65,45,41,Cotton,Bacterial Blight
23.7,70.5,139.7,6.84,93,45,44,Apple,Fire Blight
23.1,79,139.2,6.82,94,56,58,Apple,Fire Blight
33.8,65.4,213.8,6.93,84,45,34,Cotton,Leaf Spot
32.8,74.9,215.2,5.81,80,29,25,Rice,Brown Spot
23.3,74.9,172.6,6.21,113,25,35,Wheat,Septoria Leaf Spot
21.9,80.9,188.2,6.07,84,30,32,Tomato,Late Blight
23.3,77.7,154.7,6.1,79,37,46,Apple,Apple Scab
34.7,72.8,200,6.52,95,40,26,Cotton,Leaf Spot
26.5,73.9,133.5,6.36,89,54,32,Tomato,Early Blight
22.6,90.2,169.7,5.93,89,44,39,Tomato,Late Blight
27.2,70.5,127,6.49,92,47,25,Tomato,Early Blight
28.9,85.4,268.6,6.35,104,33,41,Chili,Leaf Spot
23.7,78.9,178.1,6.21,83,53,43,Apple,Cedar Apple Rust
29.2,86.4,294.1,6.2,96,30,38,Chili,Leaf Spot
37.9,89,224.7,6.93,97,47,41,Rice,Bacterial Leaf Blight
28.9,71.6,137.9,6.27,98,53,28,Tomato,Early Blight
32.7,70.2,238.1,6.14,70,33,32,Rice,Brown Spot
22.1,64.4,136.2,6.76,94,41,45,Wheat,Powdery Mildew
31.3,78.9,192.9,6.27,88,38,26,Cotton,Leaf Spot
19.5,86.7,174.6,6.19,87,37,43,Tomato,Late Blight
25.1,73,152,6.75,90,45,51,Apple,Fire Blight
25.8,69.3,129.2,6.46,91,58,25,Tomato,Early Blight
28.7,87.6,291.6,6.44,107,33,35,Chili,Leaf Spot
33.4,52.5,185.7,6.78,108,55,23,Chili,Anthracnose
21.2,67.4,131,6.03,79,63,28,Potato,Early Blight
30.3,67.6,233.8,5.72,75,36,33,Rice,Brown Spot
25.7,61.2,133.5,6.14,95,34,37,Wheat,Leaf Rust
20.9,92.3,192.5,5.74,89,30,41,Tomato,Late Blight
32.8,49.5,250.4,6.71,90,38,36,Rice,Leaf Blast
30.1,69.9,157.9,6.55,83,52,38,Cotton,Verticillium Wilt
27.8,65.4,170.1,6.78,97,52,42,Tomato,Bacterial Spot
30.6,55.6,205.5,6.98,104,57,21,Chili,Anthracnose
28.3,62.4,248.8,5.59,74,31,30,Rice,Brown Spot
21.3,69.6,158.9,6.22,84,27,49,Potato,Late Blight
22.3,57.4,111.7,7.17,50,46,37,Potato,Common Scab
28.6,78,179.9,6.67,97,41,45,Tomato,Bacterial Spot
30,47.4,260.4,6.43,97,34,31,Rice,Leaf Blast
26.4,46.5,115.7,7.33,60,43,42,Potato,Common Scab
25.6,68.1,152.5,6.27,94,54,42,Tomato,Bacterial Spot
24.1,77.8,159.7,7.34,97,51,50,Apple,Fire Blight
30.4,60.4,220.1,6.18,87,29,30,Rice,Brown Spot
21.8,81.3,179.6,5.51,89,41,32,Tomato,Late Blight
31.7,60.2,204.8,7.47,86,44,31,Cotton,Verticillium Wilt
21.7,80.3,174.4,5.51,89,31,38,Tomato,Late Blight
30,53.1,254.4,6.62,98,33,36,Rice,Leaf Blast
33.3,79.9,197.3,6.41,83,38,31,Cotton,Leaf Spot
25.6,92.9,207.7,6.61,92,43,41,Tomato,Late Blight
34.2,53.6,194,6.82,105,52,21,Chili,Anthracnose
19.5,93.8,196.6,5.77,81,40,39,Tomato,Late Blight
36.8,88.2,145.1,7.05,109,50,25,Maize,Turcicum Leaf Blight
18.7,77.9,165.1,6.27,104,34,30,Wheat,Septoria Leaf Spot
31.1,83,278.1,6.12,111,26,43,Chili,Leaf Spot
31.9,79.7,198.6,6.68,112,39,19,Maize,Gray Leaf Spot
22.1,56.4,129.9,6.74,107,37,49,Wheat,Powdery Mildew
22.1,84.2,160.3,6.63,84,45,44,Apple,Cedar Apple Rust
23.1,78.9,185.4,6.92,85,43,48,Apple,Cedar Apple Rust
22.9,79.8,161.2,5.84,83,38,54,Apple,Apple Scab
20.2,82.7,167.8,6.46,106,36,40,Wheat,Septoria Leaf Spot
30.9,48.3,187.7,6.78,110,53,15,Chili,Anthracnose
19.4,73.1,175.8,6.33,82,24,43,Potato,Late Blight
37.9,90.8,133.3,6.98,120,40,20,Maize,Turcicum Leaf Blight
18.3,84.3,165.4,6.91,76,54,38,Apple,Cedar Apple Rust
25.3,72.8,182.7,6.32,95,33,31,Chili,Powdery Mildew
19.6,82.1,163.8,6.23,79,45,51,Apple,Apple Scab
29.1,81.5,170.2,6.4,105,41,34,Maize,Common Rust
29.2,89.1,279.3,6.11,112,34,35,Chili,Leaf Spot
25.5,51.3,113.9,7.1,55,44,37,Potato,Common Scab
25.3,82.2,174.8,6.47,95,31,29,Maize,Common Rust
25.2,49.9,110.8,6.79,63,44,38,Potato,Common Scab
29.8,83.2,297.1,6.42,111,30,42,Chili,Leaf Spot
24.3,54.5,109.9,7.56,58,48,39,Potato,Common Scab
26.7,63.7,123.7,6.18,85,52,39,Tomato,Early Blight
27.2,61.2,182,7.32,89,46,37,Cotton,Verticillium Wilt
37.1,83.7,251.2,6.83,98,37,39,Rice,Bacterial Leaf Blight
23.4,82.7,174.9,6.8,80,41,41,Apple,Cedar Apple Rust
31,61.1,162.4,7.12,77,52,34,Cotton,Verticillium Wilt
19,94.6,180.7,6.13,80,42,30,Tomato,Late Blight
26,65.1,178.3,6.76,88,39,37,Chili,Powdery Mildew
32.1,71.6,245.1,6.94,104,36,47,Rice,Bacterial Leaf Blight
32.9,49.3,233.8,6.78,66,58,44,Cotton,Bacterial Blight
25.1,59.9,143.4,5.66,81,42,28,Tomato,Early Blight
20.2,60.3,141.3,6.12,84,52,30,Potato,Early Blight
26,72.8,163.8,6.52,89,30,35,Chili,Powdery Mildew
34.3,79.3,225.3,6.61,95,37,43,Rice,Bacterial Leaf Blight
22.2,79.7,168.3,6.95,76,54,39,Apple,Cedar Apple Rust
20.1,61.8,129.2,6.42,101,38,49,Wheat,Powdery Mildew
23.4,54.9,138.7,7.41,51,41,44,Potato,Common Scab
36.4,91.9,154.6,7.06,113,47,27,Maize,Turcicum Leaf Blight
23.7,78.7,181.6,5.84,96,27,30,Wheat,Septoria Leaf Spot
26,78.9,179.6,6.02,92,40,27,Maize,Common Rust
